source                             tier   anchors     cands   fetched   nav_err       old   recency     short      junk   wl_drop   wl_pass  cap_drop    capped   undated  worklist  degraded
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
bloombergnef_free_content          Deep       220        14        14         0        13         1         1         0         0         0         0         0         0         0         0
fabricated_knowledge               Deep        79        13        13         0        13         0         0         0         0         0         0         0         0         0         0
ieee_spectrum                      Deep       391        37        37         0        22        15        15         0         0         0         0         0         0         0         0
meta_ai_blog                       Deep        89         8         8         0         8         0         0         0         0         0         0         0         0         0         0
the_next_platform                  Deep       156        92        59         0        57         2         2         0         0         0         0         0         0         0         0
timmerman_report                   Deep       296        53        53         0        53         0         0         0         0         0         0         0         0         0         0
anyscale_ray_blog                  Deep       110        15        15         0        14         1         0         0         0         1         0         1         0         1         0
together_ai_blog                   Deep       347        57        56         0        54         2         1         0         0         1         0         1         0         1         0
carbon_brief                       Deep        99        23        23         0        21         2         0         0         0         2         0         2         0         2         0
cohere_blog                        Deep       302        17        17         0        15         2         0         0         0         2         0         2         0         2         0
google_ai_blog                     Deep       158        12        12         0        10         2         0         0         0         2         0         2         0         2         0
semianalysis                       Deep       198        12        12         0        10         2         0         0         0         2         0         2         0         2         0
weights_biases_blog                Deep       434        19        19         0        17         2         0         0         0         2         0         2         0         2         0
mit_csail                          Deep       157        15        15         0        11         4         1         0         0         3         0         3         0         3         0
mit_technology_review              Flow       285        75        57         0        54         3         0         0         0         3         0         3         0         3         0
servethehome                       Deep       152        24        24         0        21         3         0         0         0         3         0         3         0         3         0
hugging_face_blog                  Deep       103        12        12         0         8         4         0         0         0         4         0         4         0         4         0
nature_energy                      Deep       120        33        33         0        29         4         0         0         0         4         0         4         0         4         0
nvidia_developer_blog              Flow       180        96        52         0        48         4         0         0         0         4         0         4         0         4         0
wood_mackenzie                     Deep       296        16        16         0         7         9         4         1         0         4         0         4         0         4         0
apple_ml_research                  Deep      5017      1128        32         0         1        31         0         1         0        30         0        30        25         5         0
benchmark_minerals                 Deep       150        35        35         0        29         6         1         0         0         5         0         5         0         5         0
microsoft_research_blog            Deep       208        27        27         0        21         6         1         0         0         5         0         5         0         5         0
mistral_blog                       Deep       217        21        21         0         0        21         0         0         0        21         0        21        16         5         0
nature_biotechnology               Deep       131        38        38         0        32         6         0         1         0         5         0         5         0         5         0
nature_machine_intelligence        Deep       119        26        26         0        21         5         0         0         0         5         0         5         0         5         0
quantum_computing_report           Deep       106        13        11         2         5         6         1         0         0         5         0         5         0         5         0
semiconductor_engineering          Deep       162        36        36         0        27         9         0         0         0         9         0         9         0         9         0
semiwiki                           Deep       352        47        45         0        27        18         2         3         0        13         0        13         0        13         0
infoq                              Flow       352        58        58         0        36        22         2         0         0        20         0        20         0        20         0
wired                              Flow       174        63        31         0         5        26         4         0         0        22         0        22         0        22         0
ars_technica                       Flow       205        38        30         0         0        30         0         0         0        30         5        25         0        25         0
