source                             tier   anchors     cands   fetched   nav_err       old   recency     short      junk   wl_drop   wl_pass  cap_drop    capped   undated  worklist  degraded
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
apricitas_economics                Flow        81        10        10         0        10         0         0         0         0         0         0         0         0         0         0
brookings_institution              Deep       101         7         7         0         7         0         0         0         0         0         0         0         0         0         0
center_for_american_progress       Flow       240        55        55         0         1        54        54         0         0         0         0         0         0         0         0
east_asia_forum                    Flow       324        26        26         0         5        21        21         0         0         0         0         0         0         0         0
hudson_institute                   Deep       111         9         9         0         9         0         0         0         0         0         0         0         0         0         0
macropolo_paulson_institute        Flow        65        10        10         0         5         5         5         0         0         0         0         0         0         0         0
merics                             Flow       184        16        16         0        15         1         0         1         0         0         0         0         0         0         0
n_1_magazine                       Deep         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
oecd_insights                      Flow         2         0         0         0         0         0         0         0         0         0         0         0         0         0         0
the_new_atlantis                   Deep       171        35        35         0        35         0         0         0         0         0         0         0         0         0         0
works_in_progress                  Deep      1007       158        54         0        54         0         0         0         0         0         0         0         0         0         0
cato_institute                     Flow       121         3         3         0         2         1         0         0         0         1         0         1         0         1         0
german_marshall_fund               Deep        68         4         4         0         2         2         1         0         0         1         0         1         0         1         0
long_now_foundation                Deep       131        20        20         0        19         1         0         0         0         1         0         1         0         1         0
resolution_foundation              Flow       104         5         5         0         4         1         0         0         0         1         0         1         0         1         0
santa_fe_institute                 Deep       133        20        20         0        18         2         1         0         0         1         0         1         0         1         0
carnegie_endowment                 Deep        86        26        26         0        22         4         2         0         0         2         0         2         0         2         0
palladium_magazine                 Deep       104        18        18         0        16         2         0         0         0         2         0         2         0         2         0
rand_corporation                   Deep        87         9         9         0         7         2         0         0         0         2         0         2         0         2         0
the_point_magazine                 Deep       132        15        15         0        12         3         1         0         0         2         0         2         0         2         0
the_wire_china                     Flow       195        21        21         0        18         3         0         0         0         3         0         3         0         3         0
european_council_on_foreign_r      Flow       218        38        38         0        33         5         1         0         0         4         0         4         0         4         0
noahpinion_noah_smith              Flow        53         8         8         0         4         4         0         0         0         4         0         4         0         4         0
noema_magazine                     Deep       622        61        56         0        52         4         0         0         0         4         0         4         0         4         0
asia_society_policy_institute      Flow       263        31        31         0        23         8         2         1         0         5         0         5         0         5         0
council_on_foreign_relations       Deep       109        58        58         0         2        56        51         0         0         5         0         5         0         5         0
hedgehog_review                    Deep        76        10        10         0         5         5         0         0         0         5         0         5         0         5         0
iiss                               Deep        89        17        17         0         5        12         0         4         0         8         0         8         3         5         0
slow_boring_matt_yglesias          Flow        73        16        16         0         6        10         5         0         0         5         0         5         0         5         0
americas_quarterly                 Flow       319        48        48         0        42         6         0         0         0         6         0         6         0         6         0
cnas                               Flow       355        64        54         1        41        13         7         0         0         6         0         6         0         6         0
project_syndicate                  Flow       285        59        21         0         9        12         6         0         0         6         0         6         0         6         0
atlantic_council                   Deep       292        25        25         0        17         8         0         0         0         8         0         8         0         8         0
foreign_affairs                    Flow       341        36        36         0        28         8         0         0         0         8         0         8         0         8         0
institute_for_family_studies       Deep       114        10        10         0         1         9         0         0         0         9         0         9         0         9         0
al_monitor                         Flow       272        59        54         0        32        22        11         1         0        10         0        10         0        10         0
lawfare_blog                       Flow       226        59        36         0         5        31         0         1         0        30         5        25        15        10         0
marginal_revolution_tyler_cow      Flow       231        20        20         0         4        16         6         0         0        10         0        10         0        10         0
world_bank_blogs                   Flow       133        22        22         0        12        10         0         0         0        10         0        10         0        10         0
war_on_the_rocks                   Flow        82        23        23         0        12        11         0         0         0        11         0        11         0        11         0
engelsberg_ideas                   Deep        94        18        18         0         5        13         0         0         0        13         0        13         0        13         0
lowy_institute_the_interprete      Flow       229        43        43         0        27        16         1         1         0        14         0        14         0        14         0
prospect_magazine                  Deep       211        67        53         0        18        35         5         0         0        30         0        30        15        15         4
csis                               Deep      1176        40        40         0         0        40         1        22         0        17         0        17         0        17         0
foreign_policy                     Flow       478       108        44         0        20        24         2         0         0        22         0        22         0        22         0
the_diplomat                       Flow       244        71        58         0        15        43        15         0         0        28         3        25         0        25         0
nautilus                           Deep       216        39        39         0        13        26         0         0         0        26         0        26         0        26         0
